Cell	Phase	Subpopulation
SRR13911320.bam	S	3
SRR13911321.bam	S	3
SRR13911322.bam	S	3
SRR13911323.bam	G1	3
SRR13911324.bam	S	3
SRR13911325.bam	S	3
SRR13911326.bam	G1	3
SRR13911327.bam	G1	3
SRR13911328.bam	S	3
SRR13911330.bam	G1	3
SRR13911331.bam	G1	3
SRR13911332.bam	S	3
SRR13911333.bam	S	3
SRR13911335.bam	S	3
SRR13911336.bam	G1	3
SRR13911337.bam	S	3
SRR13911338.bam	S	3
SRR13911339.bam	G1	3
SRR13911340.bam	G1	3
SRR13911341.bam	S	3
SRR13911342.bam	S	3
SRR13911343.bam	S	3
SRR13911344.bam	S	3
SRR13911345.bam	S	3
SRR13911346.bam	S	3
SRR13911347.bam	S	3
SRR13911348.bam	S	3
SRR13911349.bam	S	3
SRR13911350.bam	G1	3
SRR13911351.bam	G1	3
SRR13911352.bam	S	3
SRR13911354.bam	S	3
SRR13911355.bam	S	3
SRR13911356.bam	G1	3
SRR13911357.bam	G1	3
SRR13911358.bam	S	3
SRR13911359.bam	S	3
SRR13911360.bam	S	3
SRR13911361.bam	S	3
SRR13911362.bam	G1	3
SRR13911363.bam	S	3
SRR13911364.bam	G1	3
SRR13911365.bam	S	3
SRR13911366.bam	S	3
SRR13911367.bam	S	3
SRR13911368.bam	S	3
SRR13911369.bam	S	3
SRR13911370.bam	G1	3
SRR13911371.bam	S	3
SRR13911372.bam	S	3
SRR13911373.bam	G1	3
SRR13911374.bam	S	3
SRR13911375.bam	S	3
SRR13911376.bam	S	3
SRR13911377.bam	S	3
SRR13911378.bam	S	3
SRR13911379.bam	S	3
SRR13911380.bam	G1	3
SRR13911381.bam	S	3
SRR13911382.bam	G1	3
SRR13911383.bam	G1	3
SRR13911384.bam	S	3
SRR13911385.bam	S	3
SRR13911386.bam	S	3
SRR13911387.bam	S	3
SRR13911388.bam	S	3
SRR13911389.bam	S	3
SRR13911390.bam	G1	3
SRR13911391.bam	G1	3
SRR13911392.bam	S	3
SRR13911393.bam	S	3
SRR13911394.bam	S	3
SRR13911395.bam	S	3
SRR13911396.bam	S	3
SRR13911397.bam	S	3
SRR13911398.bam	G1	3
SRR13911399.bam	G1	3
SRR13911400.bam	S	3
SRR13911401.bam	S	3
SRR13911402.bam	S	3
SRR13911403.bam	S	3
SRR13911404.bam	S	3
SRR13911405.bam	S	3
SRR13911406.bam	S	3
SRR13911407.bam	S	3
SRR13911408.bam	S	3
SRR13911409.bam	S	3
SRR13911410.bam	G1	3
SRR13911411.bam	S	3
SRR13911412.bam	G1	3
SRR13911413.bam	S	3
SRR13911414.bam	S	3
SRR13911415.bam	G1	3
SRR13911416.bam	G1	3
SRR13911417.bam	S	3
SRR13911418.bam	S	3
SRR13911419.bam	S	3
SRR13911420.bam	G1	3
SRR13911421.bam	S	3
SRR13911422.bam	S	3
SRR13911423.bam	S	3
SRR13911424.bam	S	3
SRR13911425.bam	S	3
SRR13911426.bam	G1	3
SRR13911427.bam	G1	3
SRR13911428.bam	G1	3
SRR13911429.bam	S	3
SRR13911430.bam	G1	3
SRR13911431.bam	S	3
SRR13911432.bam	S	3
SRR13911433.bam	G1	3
SRR13911434.bam	S	3
SRR13911435.bam	S	3
SRR13911436.bam	S	3
SRR13911437.bam	S	3
SRR13911438.bam	G1	3
SRR13911439.bam	G1	3
SRR13911440.bam	G1	3
SRR13911441.bam	S	3
SRR13911442.bam	S	3
SRR13911443.bam	S	3
SRR13911444.bam	S	3
SRR13911445.bam	G1	3
SRR13911446.bam	G1	3
SRR13911447.bam	S	3
SRR13911448.bam	S	3
SRR13911449.bam	G1	3
SRR13911450.bam	G1	3
SRR13911451.bam	S	3
SRR13911452.bam	S	3
SRR13911453.bam	S	3
SRR13911454.bam	S	3
SRR13911455.bam	S	3
SRR13911456.bam	S	3
SRR13911457.bam	S	3
SRR13911458.bam	G1	3
SRR13911459.bam	G1	3
SRR13911460.bam	S	3
SRR13911461.bam	S	3
SRR13911462.bam	S	3
SRR13911463.bam	S	3
SRR13911464.bam	S	3
SRR13911465.bam	S	3
SRR13911466.bam	S	3
SRR13911467.bam	S	3
SRR13911468.bam	S	3
SRR13911469.bam	S	3
SRR13911470.bam	G1	3
SRR13911471.bam	S	3
SRR13911472.bam	G1	3
SRR13911473.bam	G1	3
SRR13911474.bam	S	3
SRR13911475.bam	S	3
SRR13911476.bam	S	3
SRR13911477.bam	S	3
SRR13911478.bam	G1	3
SRR13911479.bam	G1	3
SRR13911480.bam	S	3
SRR13911481.bam	S	3
SRR13911482.bam	S	3
SRR13911483.bam	S	3
SRR13911484.bam	S	3
SRR13911485.bam	S	3
SRR13911486.bam	S	3
SRR13911487.bam	S	3
SRR13911488.bam	G1	3
SRR13911489.bam	G1	3
SRR13911490.bam	S	3
SRR13911491.bam	S	3
SRR13911492.bam	S	3
SRR13911493.bam	S	3
SRR13911494.bam	S	3
SRR13911495.bam	G1	3
SRR13911496.bam	G1	3
SRR13911497.bam	S	3
SRR13911498.bam	S	3
SRR13911499.bam	G1	3
SRR13911500.bam	G1	3
SRR13911501.bam	G1	3
SRR13911502.bam	S	3
SRR13911503.bam	S	3
SRR13911504.bam	S	3
SRR13911505.bam	S	3
SRR13911506.bam	S	3
SRR13911507.bam	S	3
SRR13911508.bam	S	3
SRR13911509.bam	S	3
SRR13911510.bam	S	3
SRR13911511.bam	G1	3
SRR13911512.bam	S	3
SRR13911513.bam	S	3
SRR13911514.bam	G1	3
SRR13911515.bam	S	3
SRR13911516.bam	S	3
SRR13911517.bam	S	3
SRR13911518.bam	S	3
SRR13911519.bam	S	3
SRR13911520.bam	G1	3
SRR13911521.bam	G1	3
SRR13911522.bam	S	3
SRR13911523.bam	S	3
SRR13911524.bam	S	3
SRR13911525.bam	S	3
SRR13911526.bam	S	3
SRR13911527.bam	S	3
SRR13911528.bam	S	3
SRR13911529.bam	S	3
SRR13911530.bam	G1	3
SRR13911531.bam	G1	3
SRR13911532.bam	S	3
SRR13911533.bam	S	3
SRR13911534.bam	S	3
SRR13911535.bam	S	3
SRR13911536.bam	G1	3
SRR13911537.bam	S	3
SRR13911538.bam	S	3
SRR13911539.bam	G1	3
SRR13911540.bam	S	3
SRR13911541.bam	G1	3
SRR13911542.bam	S	3
SRR13911544.bam	G1	3
SRR13911545.bam	S	3
SRR13911546.bam	G1	3
SRR13911547.bam	G1	3
SRR13911548.bam	S	3
SRR13911549.bam	G1	3
SRR13911550.bam	G1	3
SRR13911551.bam	S	3
SRR13911552.bam	S	3
SRR13911553.bam	S	3
SRR13911554.bam	S	3
SRR13911555.bam	S	3
SRR13911556.bam	S	3
SRR13911557.bam	S	3
SRR13911558.bam	S	3
SRR13911559.bam	G1	3
SRR13911560.bam	G1	3
SRR13911561.bam	S	3
SRR13911562.bam	G1	3
SRR13911563.bam	S	3
SRR13911564.bam	G1	3
SRR13911565.bam	S	3
SRR13911566.bam	S	3
SRR13911567.bam	G1	3
SRR13911568.bam	S	3
SRR13911569.bam	S	3
SRR13911570.bam	G1	3
SRR13911571.bam	G1	3
SRR13911572.bam	S	3
SRR13911573.bam	S	3
SRR13911574.bam	S	3
SRR13911575.bam	S	3
SRR13911576.bam	G1	3
SRR13911577.bam	S	3
SRR13911579.bam	S	3
SRR13911580.bam	S	3
SRR13911581.bam	S	3
SRR13911582.bam	S	3
SRR13911583.bam	G1	3
SRR13911584.bam	G1	3
SRR13911585.bam	S	3
SRR13911586.bam	S	3
SRR13911587.bam	G1	3
SRR13911588.bam	S	3
SRR13911589.bam	S	3
SRR13911590.bam	S	3
SRR13911591.bam	S	3
SRR13912814.bam	G1	4
SRR13912815.bam	G1	4
SRR13912816.bam	G1	2
SRR13912817.bam	G1	2
SRR13912820.bam	G1	4
SRR13912822.bam	G1	2
SRR13912823.bam	G1	2
SRR13912824.bam	G1	2
SRR13912825.bam	G1	2
SRR13912826.bam	G1	2
SRR13912828.bam	G1	2
SRR13912830.bam	G1	2
SRR13912831.bam	G1	2
SRR13912832.bam	G1	2
SRR13912833.bam	G1	2
SRR13912835.bam	S	4
SRR13912836.bam	G1	2
SRR13912837.bam	S	1
SRR13912838.bam	G1	2
SRR13912840.bam	G1	2
SRR13912841.bam	G1	2
SRR13912842.bam	G1	4
SRR13912843.bam	G1	2
SRR13912844.bam	G1	2
SRR13912845.bam	G1	4
SRR13912846.bam	G1	2
SRR13912847.bam	G1	4
SRR13912848.bam	G1	2
SRR13912850.bam	G1	2
SRR13912851.bam	G1	2
SRR13912852.bam	S	2
SRR13912854.bam	G1	4
SRR13912855.bam	G1	2
SRR13912856.bam	G1	2
SRR13912857.bam	S	1
SRR13912858.bam	G1	2
SRR13912860.bam	G1	2
SRR13912862.bam	G1	2
SRR13912863.bam	G1	2
SRR13912866.bam	G1	2
SRR13912868.bam	G1	2
SRR13912871.bam	G1	2
SRR13912872.bam	G1	2
SRR13912873.bam	G1	2
SRR13912874.bam	S	2
SRR13912876.bam	G1	2
SRR13912877.bam	G1	2
SRR13912878.bam	G1	2
SRR13912879.bam	G1	2
SRR13912880.bam	S	2
SRR13912882.bam	G1	4
SRR13912883.bam	G1	4
SRR13912884.bam	G1	4
SRR13912886.bam	G1	2
SRR13912887.bam	G1	2
SRR13912888.bam	S	1
SRR13912889.bam	S	1
SRR13912890.bam	G1	2
SRR13912891.bam	G1	4
SRR13912892.bam	S	1
SRR13912893.bam	G1	2
SRR13912894.bam	S	2
SRR13912895.bam	G1	2
SRR13912896.bam	G1	2
SRR13912897.bam	S	2
SRR13912898.bam	G1	4
SRR13912903.bam	G1	4
SRR13912906.bam	S	1
SRR13912907.bam	G1	2
SRR13912908.bam	G1	4
SRR13912909.bam	G1	2
SRR13912910.bam	G1	4
SRR13912911.bam	S	2
SRR13912912.bam	G1	2
SRR13912913.bam	S	1
SRR13912914.bam	G1	2
SRR13912915.bam	G1	4
SRR13912916.bam	G1	2
SRR13912918.bam	S	1
SRR13912919.bam	G1	2
SRR13912920.bam	S	2
SRR13912921.bam	S	2
SRR13912922.bam	G1	2
SRR13912923.bam	G1	4
SRR13912924.bam	G1	2
SRR13912925.bam	S	2
SRR13912926.bam	G1	2
SRR13912927.bam	G1	4
SRR13912928.bam	S	4
SRR13912929.bam	S	4
SRR13912930.bam	G1	2
SRR13912931.bam	G1	2
SRR13912932.bam	G1	2
SRR13912933.bam	G1	2
SRR13912934.bam	G1	2
SRR13912936.bam	G1	2
SRR13912937.bam	G1	4
SRR13912938.bam	S	2
SRR13912939.bam	S	4
SRR13912941.bam	S	1
SRR13912942.bam	G1	2
SRR13912943.bam	G1	2
SRR13912944.bam	S	2
