Cell	Phase	Subpopulation
SRR13905355.bam	G1	1
SRR13905356.bam	G1	1
SRR13905357.bam	S	1
SRR13905358.bam	G1	1
SRR13905359.bam	G1	2
SRR13905360.bam	G1	2
SRR13905361.bam	G1	1
SRR13905362.bam	G1	3
SRR13905363.bam	G1	3
SRR13905364.bam	G1	1
SRR13905365.bam	G1	2
SRR13905366.bam	G1	3
SRR13905367.bam	G1	2
SRR13905369.bam	G1	1
SRR13905370.bam	G1	1
SRR13905371.bam	G1	3
SRR13905372.bam	G1	1
SRR13905373.bam	G1	1
