Cell	Phase
SA906-A73046B-R53-C64.bam	G1
SA906-A73046B-R53-C66.bam	S
SA906-A73046B-R53-C67.bam	G1
SA906-A73046B-R53-C68.bam	G1
SA906-A73046B-R53-C70.bam	G1
SA906-A73046B-R54-C08.bam	G1
SA906-A73046B-R54-C09.bam	G1
SA906-A73046B-R54-C11.bam	G1
SA906-A73046B-R54-C12.bam	S
SA906-A73046B-R54-C13.bam	G1
SA906-A73046B-R54-C14.bam	G1
SA906-A73046B-R54-C15.bam	G1
SA906-A73046B-R54-C16.bam	S
SA906-A73046B-R54-C17.bam	G1
SA906-A73046B-R54-C18.bam	G1
SA906-A73046B-R54-C19.bam	G1
SA906-A73046B-R54-C20.bam	S
SA906-A73046B-R54-C21.bam	G1
SA906-A73046B-R54-C22.bam	G1
SA906-A73046B-R54-C23.bam	G1
SA906-A73046B-R54-C24.bam	G1
SA906-A73046B-R54-C25.bam	S
SA906-A73046B-R54-C26.bam	G1
SA906-A73046B-R54-C27.bam	G1
SA906-A73046B-R54-C29.bam	G1
SA906-A73046B-R54-C30.bam	G1
SA906-A73046B-R54-C31.bam	S
SA906-A73046B-R54-C32.bam	G1
SA906-A73046B-R54-C34.bam	S
SA906-A73046B-R54-C35.bam	G1
SA906-A73046B-R54-C37.bam	S
SA906-A73046B-R54-C38.bam	G1
SA906-A73046B-R54-C39.bam	G1
SA906-A73046B-R54-C42.bam	G1
SA906-A73046B-R54-C43.bam	G1
SA906-A73046B-R54-C44.bam	S
SA906-A73046B-R54-C45.bam	S
SA906-A73046B-R54-C46.bam	S
SA906-A73046B-R54-C47.bam	S
SA906-A73046B-R54-C49.bam	G1
SA906-A73046B-R54-C51.bam	G1
SA906-A73046B-R54-C52.bam	S
SA906-A73046B-R54-C54.bam	G1
SA906-A73046B-R54-C55.bam	G1
SA906-A73046B-R54-C57.bam	G1
SA906-A73046B-R54-C58.bam	G1
SA906-A73046B-R54-C59.bam	S
SA906-A73046B-R54-C63.bam	S
SA906-A73046B-R54-C64.bam	G1
SA906-A73046B-R54-C66.bam	G1
SA906-A73046B-R54-C67.bam	G1
SA906-A73046B-R54-C68.bam	G1
SA906-A73046B-R55-C04.bam	G1
SA906-A73046B-R55-C07.bam	G1
SA906-A73046B-R55-C09.bam	G1
SA906-A73046B-R55-C13.bam	G1
SA906-A73046B-R55-C14.bam	G1
SA906-A73046B-R55-C16.bam	G1
SA906-A73046B-R55-C17.bam	S
SA906-A73046B-R55-C23.bam	G1
SA906-A73046B-R55-C25.bam	S
SA906-A73046B-R55-C26.bam	G1
SA906-A73046B-R55-C28.bam	G1
SA906-A73046B-R55-C29.bam	G1
SA906-A73046B-R55-C30.bam	G1
SA906-A73046B-R55-C31.bam	G1
SA906-A73046B-R55-C35.bam	G1
SA906-A73046B-R55-C38.bam	G1
SA906-A73046B-R55-C39.bam	G1
SA906-A73046B-R55-C41.bam	G1
SA906-A73046B-R55-C42.bam	S
SA906-A73046B-R55-C43.bam	S
SA906-A73046B-R55-C44.bam	G1
SA906-A73046B-R55-C46.bam	G1
SA906-A73046B-R55-C48.bam	S
SA906-A73046B-R55-C51.bam	G1
SA906-A73046B-R55-C52.bam	S
SA906-A73046B-R55-C54.bam	S
SA906-A73046B-R55-C61.bam	S
SA906-A73046B-R56-C04.bam	G1
SA906-A73046B-R56-C09.bam	G1
SA906-A73046B-R56-C13.bam	G1
SA906-A73046B-R56-C14.bam	G1
SA906-A73046B-R56-C15.bam	G1
SA906-A73046B-R56-C16.bam	G1
SA906-A73046B-R56-C17.bam	G1
SA906-A73046B-R56-C18.bam	S
SA906-A73046B-R56-C21.bam	G1
SA906-A73046B-R56-C23.bam	G1
SA906-A73046B-R56-C25.bam	G1
SA906-A73046B-R56-C27.bam	G1
SA906-A73046B-R56-C29.bam	G1
SA906-A73046B-R56-C30.bam	G1
SA906-A73046B-R56-C34.bam	S
SA906-A73046B-R56-C35.bam	G1
SA906-A73046B-R56-C41.bam	G1
SA906-A73046B-R56-C42.bam	G1
SA906-A73046B-R56-C43.bam	S
SA906-A73046B-R56-C46.bam	G1
SA906-A73046B-R56-C47.bam	S
SA906-A73046B-R56-C51.bam	G1
SA906-A73046B-R56-C57.bam	G1
SA906-A73046B-R56-C59.bam	G1
SA906-A73046B-R56-C63.bam	G1
SA906-A73046B-R56-C64.bam	G1
SA906-A73046B-R56-C66.bam	G1
SA906-A73046B-R57-C04.bam	G1
SA906-A73046B-R57-C07.bam	S
SA906-A73046B-R57-C12.bam	G1
SA906-A73046B-R57-C13.bam	G1
SA906-A73046B-R57-C14.bam	S
SA906-A73046B-R57-C15.bam	S
SA906-A73046B-R57-C16.bam	S
SA906-A73046B-R57-C17.bam	G1
SA906-A73046B-R57-C18.bam	S
SA906-A73046B-R57-C20.bam	G1
SA906-A73046B-R57-C21.bam	G1
SA906-A73046B-R57-C23.bam	S
SA906-A73046B-R57-C24.bam	G1
SA906-A73046B-R57-C25.bam	G1
SA906-A73046B-R57-C26.bam	G1
SA906-A73046B-R57-C27.bam	G1
SA906-A73046B-R57-C28.bam	G1
SA906-A73046B-R57-C29.bam	G1
SA906-A73046B-R57-C30.bam	G1
SA906-A73046B-R57-C31.bam	G1
SA906-A73046B-R57-C32.bam	S
SA906-A73046B-R57-C34.bam	G1
SA906-A73046B-R57-C35.bam	G1
SA906-A73046B-R57-C38.bam	S
SA906-A73046B-R57-C39.bam	G1
SA906-A73046B-R57-C40.bam	G1
SA906-A73046B-R57-C41.bam	G1
SA906-A73046B-R57-C42.bam	G1
SA906-A73046B-R57-C43.bam	G1
SA906-A73046B-R57-C44.bam	G1
SA906-A73046B-R57-C46.bam	S
SA906-A73046B-R57-C47.bam	G1
SA906-A73046B-R57-C48.bam	G1
SA906-A73046B-R57-C49.bam	G1
SA906-A73046B-R57-C50.bam	G1
SA906-A73046B-R57-C51.bam	G1
SA906-A73046B-R57-C52.bam	G1
SA906-A73046B-R57-C54.bam	G1
SA906-A73046B-R57-C55.bam	S
SA906-A73046B-R57-C56.bam	G1
SA906-A73046B-R57-C57.bam	S
SA906-A73046B-R57-C58.bam	G1
SA906-A73046B-R57-C59.bam	S
SA906-A73046B-R57-C60.bam	G1
SA906-A73046B-R57-C61.bam	G1
SA906-A73046B-R57-C63.bam	G1
SA906-A73046B-R57-C64.bam	G1
SA906-A73046B-R57-C66.bam	S
SA906-A73046B-R57-C67.bam	S
SA906-A73046B-R57-C70.bam	G1
SA906-A73046B-R58-C09.bam	G1
SA906-A73046B-R58-C13.bam	G1
SA906-A73046B-R58-C14.bam	G1
SA906-A73046B-R58-C16.bam	G1
SA906-A73046B-R58-C24.bam	G1
SA906-A73046B-R58-C25.bam	G1
SA906-A73046B-R58-C26.bam	G1
SA906-A73046B-R58-C41.bam	G1
SA906-A73046B-R58-C42.bam	G1
SA906-A73046B-R58-C43.bam	G1
SA906-A73046B-R58-C57.bam	S
SA906-A73046B-R58-C63.bam	S
SA906-A73046B-R59-C04.bam	G1
SA906-A73046B-R59-C07.bam	S
SA906-A73046B-R59-C08.bam	G1
SA906-A73046B-R59-C09.bam	S
SA906-A73046B-R59-C11.bam	S
SA906-A73046B-R59-C13.bam	S
SA906-A73046B-R59-C14.bam	G1
SA906-A73046B-R59-C15.bam	S
SA906-A73046B-R59-C16.bam	S
SA906-A73046B-R59-C17.bam	G1
SA906-A73046B-R59-C18.bam	G1
SA906-A73046B-R59-C19.bam	G1
SA906-A73046B-R59-C20.bam	G1
SA906-A73046B-R59-C21.bam	G1
SA906-A73046B-R59-C23.bam	S
SA906-A73046B-R59-C24.bam	G1
SA906-A73046B-R59-C25.bam	G1
SA906-A73046B-R59-C26.bam	G1
SA906-A73046B-R59-C27.bam	S
SA906-A73046B-R59-C28.bam	S
SA906-A73046B-R59-C29.bam	G1
SA906-A73046B-R59-C30.bam	S
SA906-A73046B-R59-C31.bam	G1
SA906-A73046B-R59-C32.bam	S
SA906-A73046B-R59-C34.bam	S
SA906-A73046B-R59-C35.bam	G1
SA906-A73046B-R59-C38.bam	G1
SA906-A73046B-R59-C39.bam	S
SA906-A73046B-R59-C41.bam	G1
SA906-A73046B-R59-C42.bam	G1
SA906-A73046B-R59-C43.bam	S
SA906-A73046B-R59-C46.bam	G1
SA906-A73046B-R59-C47.bam	G1
SA906-A73046B-R59-C48.bam	G1
SA906-A73046B-R59-C50.bam	S
SA906-A73046B-R59-C53.bam	G1
SA906-A73046B-R59-C54.bam	S
SA906-A73046B-R59-C55.bam	G1
SA906-A73046B-R59-C57.bam	G1
SA906-A73046B-R59-C58.bam	G1
SA906-A73046B-R59-C59.bam	G1
SA906-A73046B-R59-C60.bam	G1
SA906-A73046B-R59-C61.bam	G1
SA906-A73046B-R59-C63.bam	G1
SA906-A73046B-R59-C64.bam	G1
SA906-A73046B-R59-C66.bam	S
SA906-A73046B-R59-C67.bam	G1
SA906-A73046B-R60-C04.bam	G1
SA906-A73046B-R60-C08.bam	G1
SA906-A73046B-R60-C09.bam	G1
SA906-A73046B-R60-C13.bam	S
SA906-A73046B-R60-C14.bam	G1
SA906-A73046B-R60-C15.bam	G1
SA906-A73046B-R60-C16.bam	G1
SA906-A73046B-R60-C17.bam	S
SA906-A73046B-R60-C25.bam	G1
SA906-A73046B-R60-C26.bam	G1
SA906-A73046B-R60-C27.bam	S
SA906-A73046B-R60-C28.bam	S
SA906-A73046B-R60-C30.bam	S
SA906-A73046B-R60-C38.bam	S
SA906-A73046B-R60-C39.bam	S
SA906-A73046B-R60-C41.bam	G1
SA906-A73046B-R60-C42.bam	G1
SA906-A73046B-R60-C43.bam	G1
SA906-A73046B-R60-C48.bam	G1
SA906-A73046B-R60-C54.bam	S
SA906-A73046B-R60-C63.bam	S
SA906-A73046B-R61-C07.bam	S
SA906-A73046B-R61-C09.bam	S
SA906-A73046B-R61-C12.bam	G1
SA906-A73046B-R61-C13.bam	S
SA906-A73046B-R61-C14.bam	S
SA906-A73046B-R61-C16.bam	G1
SA906-A73046B-R61-C17.bam	G1
SA906-A73046B-R61-C18.bam	G1
SA906-A73046B-R61-C20.bam	G1
SA906-A73046B-R61-C21.bam	G1
SA906-A73046B-R61-C23.bam	G1
SA906-A73046B-R61-C24.bam	S
SA906-A73046B-R61-C25.bam	S
SA906-A73046B-R61-C26.bam	G1
SA906-A73046B-R61-C27.bam	G1
SA906-A73046B-R61-C28.bam	G1
SA906-A73046B-R61-C30.bam	G1
SA906-A73046B-R61-C31.bam	G1
SA906-A73046B-R61-C32.bam	G1
SA906-A73046B-R61-C38.bam	S
SA906-A73046B-R61-C40.bam	S
SA906-A73046B-R61-C41.bam	G1
SA906-A73046B-R61-C42.bam	G1
SA906-A73046B-R61-C43.bam	G1
SA906-A73046B-R61-C46.bam	G1
SA906-A73046B-R61-C47.bam	G1
SA906-A73046B-R61-C48.bam	G1
SA906-A73046B-R61-C50.bam	G1
SA906-A73046B-R61-C51.bam	G1
SA906-A73046B-R61-C52.bam	G1
SA906-A73046B-R61-C55.bam	G1
SA906-A73046B-R61-C56.bam	G1
SA906-A73046B-R61-C57.bam	G1
SA906-A73046B-R61-C59.bam	G1
SA906-A73046B-R61-C60.bam	G1
SA906-A73046B-R61-C63.bam	G1
SA906-A73046B-R61-C64.bam	G1
SA906-A73046B-R62-C12.bam	S
SA906-A73046B-R62-C13.bam	S
SA906-A73046B-R62-C14.bam	G1
SA906-A73046B-R62-C15.bam	S
SA906-A73046B-R62-C16.bam	G1
SA906-A73046B-R62-C17.bam	S
SA906-A73046B-R62-C18.bam	S
SA906-A73046B-R62-C19.bam	G1
SA906-A73046B-R62-C21.bam	S
SA906-A73046B-R62-C22.bam	S
SA906-A73046B-R62-C23.bam	G1
SA906-A73046B-R62-C24.bam	G1
SA906-A73046B-R62-C25.bam	G1
SA906-A73046B-R62-C26.bam	G1
SA906-A73046B-R62-C27.bam	G1
SA906-A73046B-R62-C28.bam	S
SA906-A73046B-R62-C29.bam	G1
SA906-A73046B-R62-C30.bam	G1
SA906-A73046B-R62-C31.bam	G1
SA906-A73046B-R62-C35.bam	S
SA906-A73046B-R62-C38.bam	S
SA906-A73046B-R62-C39.bam	G1
SA906-A73046B-R62-C41.bam	G1
SA906-A73046B-R62-C42.bam	S
SA906-A73046B-R62-C43.bam	G1
SA906-A73046B-R62-C44.bam	S
SA906-A73046B-R62-C46.bam	S
SA906-A73046B-R62-C47.bam	G1
SA906-A73046B-R62-C48.bam	S
SA906-A73046B-R62-C49.bam	S
SA906-A73046B-R62-C50.bam	S
SA906-A73046B-R62-C51.bam	S
SA906-A73046B-R62-C54.bam	G1
SA906-A73046B-R62-C55.bam	S
SA906-A73046B-R62-C57.bam	G1
SA906-A73046B-R62-C61.bam	G1
SA906-A73046B-R62-C63.bam	G1
SA906-A73046B-R62-C64.bam	G1
SA906-A73046B-R62-C66.bam	G1
SA906-A73046B-R63-C12.bam	G1
SA906-A73046B-R63-C14.bam	S
SA906-A73046B-R63-C16.bam	G1
SA906-A73046B-R63-C21.bam	G1
SA906-A73046B-R63-C23.bam	G1
SA906-A73046B-R63-C25.bam	S
SA906-A73046B-R63-C26.bam	G1
SA906-A73046B-R63-C27.bam	G1
SA906-A73046B-R63-C28.bam	S
SA906-A73046B-R63-C29.bam	G1
SA906-A73046B-R63-C30.bam	S
SA906-A73046B-R63-C31.bam	G1
SA906-A73046B-R63-C32.bam	G1
SA906-A73046B-R63-C34.bam	G1
SA906-A73046B-R63-C35.bam	S
SA906-A73046B-R63-C41.bam	S
SA906-A73046B-R63-C42.bam	G1
SA906-A73046B-R63-C43.bam	G1
SA906-A73046B-R63-C47.bam	G1
SA906-A73046B-R63-C48.bam	S
SA906-A73046B-R63-C49.bam	G1
SA906-A73046B-R63-C54.bam	S
SA906-A73046B-R63-C57.bam	S
SA906-A73046B-R63-C60.bam	G1
SA906-A73046B-R63-C64.bam	G1
SA906-A73046B-R64-C04.bam	G1
SA906-A73046B-R64-C07.bam	S
SA906-A73046B-R64-C09.bam	G1
SA906-A73046B-R64-C12.bam	G1
SA906-A73046B-R64-C13.bam	G1
SA906-A73046B-R64-C14.bam	S
SA906-A73046B-R64-C15.bam	G1
SA906-A73046B-R64-C16.bam	G1
SA906-A73046B-R64-C17.bam	S
SA906-A73046B-R64-C18.bam	G1
SA906-A73046B-R64-C19.bam	G1
SA906-A73046B-R64-C20.bam	S
SA906-A73046B-R64-C21.bam	G1
SA906-A73046B-R64-C24.bam	S
SA906-A73046B-R64-C25.bam	G1
SA906-A73046B-R64-C26.bam	S
SA906-A73046B-R64-C27.bam	S
SA906-A73046B-R64-C28.bam	G1
SA906-A73046B-R64-C29.bam	G1
SA906-A73046B-R64-C30.bam	G1
SA906-A73046B-R64-C31.bam	S
SA906-A73046B-R64-C32.bam	G1
SA906-A73046B-R64-C34.bam	G1
SA906-A73046B-R64-C35.bam	G1
SA906-A73046B-R64-C39.bam	S
SA906-A73046B-R64-C41.bam	S
SA906-A73046B-R64-C42.bam	S
SA906-A73046B-R64-C43.bam	S
SA906-A73046B-R64-C44.bam	G1
SA906-A73046B-R64-C47.bam	S
SA906-A73046B-R64-C48.bam	G1
SA906-A73046B-R64-C50.bam	G1
SA906-A73046B-R64-C51.bam	G1
SA906-A73046B-R64-C55.bam	S
SA906-A73046B-R64-C57.bam	G1
SA906-A73046B-R64-C60.bam	G1
SA906-A73046B-R64-C63.bam	G1
SA906-A73046B-R64-C64.bam	G1
SA906-A73046B-R64-C66.bam	S
SA906-A73046B-R65-C04.bam	G1
SA906-A73046B-R65-C07.bam	G1
SA906-A73046B-R65-C13.bam	G1
SA906-A73046B-R65-C14.bam	G1
SA906-A73046B-R65-C15.bam	G1
SA906-A73046B-R65-C16.bam	G1
SA906-A73046B-R65-C17.bam	S
SA906-A73046B-R65-C18.bam	S
SA906-A73046B-R65-C19.bam	G1
SA906-A73046B-R65-C20.bam	G1
SA906-A73046B-R65-C21.bam	S
SA906-A73046B-R65-C22.bam	G1
SA906-A73046B-R65-C23.bam	S
SA906-A73046B-R65-C24.bam	S
SA906-A73046B-R65-C25.bam	S
SA906-A73046B-R65-C26.bam	S
SA906-A73046B-R65-C27.bam	S
SA906-A73046B-R65-C28.bam	G1
SA906-A73046B-R65-C29.bam	G1
SA906-A73046B-R65-C30.bam	G1
SA906-A73046B-R65-C31.bam	G1
SA906-A73046B-R65-C32.bam	G1
SA906-A73046B-R65-C34.bam	G1
SA906-A73046B-R65-C35.bam	G1
SA906-A73046B-R65-C38.bam	G1
SA906-A73046B-R65-C39.bam	G1
SA906-A73046B-R65-C40.bam	G1
SA906-A73046B-R65-C41.bam	G1
SA906-A73046B-R65-C42.bam	G1
SA906-A73046B-R65-C43.bam	G1
SA906-A73046B-R65-C44.bam	G1
SA906-A73046B-R65-C46.bam	G1
SA906-A73046B-R65-C48.bam	G1
SA906-A73046B-R65-C54.bam	G1
SA906-A73046B-R65-C55.bam	S
SA906-A73046B-R65-C56.bam	G1
SA906-A73046B-R65-C57.bam	S
SA906-A73046B-R65-C60.bam	G1
SA906-A73046B-R65-C61.bam	G1
SA906-A73046B-R65-C63.bam	G1
SA906-A73046B-R65-C64.bam	G1
SA906-A73046B-R65-C68.bam	G1
SA906-A73046B-R65-C70.bam	G1
SA906-A73046B-R67-C07.bam	G1
SA906-A73046B-R67-C09.bam	G1
SA906-A73046B-R67-C13.bam	G1
SA906-A73046B-R67-C14.bam	G1
SA906-A73046B-R67-C15.bam	G1
SA906-A73046B-R67-C17.bam	S
SA906-A73046B-R67-C18.bam	G1
SA906-A73046B-R67-C19.bam	S
SA906-A73046B-R67-C21.bam	G1
SA906-A73046B-R67-C23.bam	G1
SA906-A73046B-R67-C24.bam	S
SA906-A73046B-R67-C25.bam	S
SA906-A73046B-R67-C26.bam	S
SA906-A73046B-R67-C28.bam	S
SA906-A73046B-R67-C30.bam	G1
SA906-A73046B-R67-C31.bam	G1
SA906-A73046B-R67-C32.bam	G1
SA906-A73046B-R67-C35.bam	G1
SA906-A73046B-R67-C39.bam	G1
SA906-A73046B-R67-C41.bam	S
SA906-A73046B-R67-C43.bam	G1
SA906-A73046B-R67-C50.bam	G1
SA906-A73046B-R67-C56.bam	G1
SA906-A73046B-R67-C57.bam	G1
SA906-A73046B-R67-C63.bam	G1
SA906-A73046B-R68-C07.bam	G1
SA906-A73046B-R68-C09.bam	S
SA906-A73046B-R68-C12.bam	G1
SA906-A73046B-R68-C13.bam	S
SA906-A73046B-R68-C14.bam	S
SA906-A73046B-R68-C17.bam	S
SA906-A73046B-R68-C18.bam	S
SA906-A73046B-R68-C19.bam	G1
SA906-A73046B-R68-C22.bam	S
SA906-A73046B-R68-C23.bam	G1
SA906-A73046B-R68-C24.bam	G1
SA906-A73046B-R68-C25.bam	S
SA906-A73046B-R68-C28.bam	G1
SA906-A73046B-R68-C30.bam	G1
SA906-A73046B-R68-C31.bam	S
SA906-A73046B-R68-C32.bam	G1
SA906-A73046B-R68-C35.bam	G1
SA906-A73046B-R68-C38.bam	G1
SA906-A73046B-R68-C39.bam	S
SA906-A73046B-R68-C41.bam	G1
SA906-A73046B-R68-C42.bam	G1
SA906-A73046B-R68-C43.bam	G1
SA906-A73046B-R68-C46.bam	G1
SA906-A73046B-R68-C47.bam	G1
SA906-A73046B-R68-C57.bam	S
SA906-A73046B-R69-C07.bam	S
SA906-A73046B-R69-C09.bam	G1
SA906-A73046B-R69-C11.bam	G1
SA906-A73046B-R69-C15.bam	S
SA906-A73046B-R69-C18.bam	G1
SA906-A73046B-R69-C19.bam	G1
SA906-A73046B-R69-C20.bam	G1
SA906-A73046B-R69-C21.bam	S
SA906-A73046B-R69-C22.bam	G1
SA906-A73046B-R69-C23.bam	G1
SA906-A73046B-R69-C24.bam	G1
SA906-A73046B-R69-C25.bam	G1
SA906-A73046B-R69-C26.bam	G1
SA906-A73046B-R69-C27.bam	G1
SA906-A73046B-R69-C28.bam	S
SA906-A73046B-R69-C30.bam	G1
SA906-A73046B-R69-C31.bam	S
SA906-A73046B-R69-C32.bam	S
SA906-A73046B-R69-C35.bam	S
SA906-A73046B-R69-C38.bam	G1
SA906-A73046B-R69-C40.bam	S
SA906-A73046B-R69-C41.bam	G1
SA906-A73046B-R69-C42.bam	G1
SA906-A73046B-R69-C43.bam	S
SA906-A73046B-R69-C46.bam	G1
SA906-A73046B-R69-C54.bam	G1
SA906-A73046B-R69-C55.bam	G1
SA906-A73046B-R69-C57.bam	G1
SA906-A73046B-R69-C61.bam	G1
SA906-A73046B-R69-C63.bam	S
SA906-A73046B-R69-C64.bam	S
SA906-A73046B-R70-C16.bam	G1
SA906-A73046B-R70-C20.bam	G1
SA906-A73046B-R70-C21.bam	S
SA906-A73046B-R70-C22.bam	G1
SA906-A73046B-R70-C23.bam	G1
SA906-A73046B-R70-C26.bam	S
SA906-A73046B-R70-C27.bam	G1
SA906-A73046B-R70-C28.bam	G1
SA906-A73046B-R70-C29.bam	G1
SA906-A73046B-R70-C30.bam	G1
SA906-A73046B-R70-C31.bam	G1
SA906-A73046B-R70-C32.bam	G1
SA906-A73046B-R70-C35.bam	S
SA906-A73046B-R70-C37.bam	G1
SA906-A73046B-R70-C38.bam	S
SA906-A73046B-R70-C39.bam	G1
SA906-A73046B-R70-C41.bam	G1
SA906-A73046B-R70-C42.bam	S
SA906-A73046B-R70-C43.bam	G1
SA906-A73046B-R70-C46.bam	G1
SA906-A73046B-R70-C56.bam	G1
SA906-A73046B-R70-C57.bam	G1
SA906-A73046B-R70-C60.bam	G1
SA906-A73046B-R70-C63.bam	S
SA906-A73056B-R39-C05.bam	G1
SA906-A73056B-R39-C07.bam	S
SA906-A73056B-R39-C08.bam	S
SA906-A73056B-R39-C09.bam	G1
SA906-A73056B-R39-C10.bam	G1
SA906-A73056B-R39-C11.bam	G1
SA906-A73056B-R39-C13.bam	S
SA906-A73056B-R39-C15.bam	G1
SA906-A73056B-R39-C16.bam	G1
SA906-A73056B-R39-C17.bam	S
SA906-A73056B-R39-C18.bam	S
SA906-A73056B-R39-C19.bam	S
SA906-A73056B-R39-C20.bam	G1
SA906-A73056B-R39-C21.bam	S
SA906-A73056B-R39-C22.bam	G1
SA906-A73056B-R39-C23.bam	G1
SA906-A73056B-R39-C24.bam	G1
SA906-A73056B-R39-C25.bam	S
SA906-A73056B-R39-C28.bam	G1
SA906-A73056B-R39-C29.bam	G1
SA906-A73056B-R39-C30.bam	G1
SA906-A73056B-R39-C31.bam	G1
SA906-A73056B-R39-C32.bam	G1
SA906-A73056B-R39-C34.bam	G1
SA906-A73056B-R39-C35.bam	G1
SA906-A73056B-R39-C36.bam	S
SA906-A73056B-R39-C37.bam	S
SA906-A73056B-R39-C38.bam	S
SA906-A73056B-R39-C39.bam	G1
SA906-A73056B-R39-C40.bam	G1
SA906-A73056B-R39-C41.bam	G1
SA906-A73056B-R39-C42.bam	G1
SA906-A73056B-R39-C43.bam	G1
SA906-A73056B-R39-C44.bam	G1
SA906-A73056B-R39-C46.bam	G1
SA906-A73056B-R39-C47.bam	S
SA906-A73056B-R39-C48.bam	S
SA906-A73056B-R39-C49.bam	G1
SA906-A73056B-R39-C50.bam	S
SA906-A73056B-R39-C51.bam	G1
SA906-A73056B-R39-C52.bam	G1
SA906-A73056B-R39-C54.bam	S
SA906-A73056B-R39-C63.bam	G1
SA906-A73056B-R40-C07.bam	G1
SA906-A73056B-R40-C08.bam	G1
SA906-A73056B-R40-C09.bam	G1
SA906-A73056B-R40-C10.bam	S
SA906-A73056B-R40-C12.bam	G1
SA906-A73056B-R40-C13.bam	G1
SA906-A73056B-R40-C14.bam	G1
SA906-A73056B-R40-C15.bam	G1
SA906-A73056B-R40-C16.bam	S
SA906-A73056B-R40-C17.bam	S
SA906-A73056B-R40-C18.bam	G1
SA906-A73056B-R40-C19.bam	G1
SA906-A73056B-R40-C20.bam	G1
SA906-A73056B-R40-C21.bam	S
SA906-A73056B-R40-C23.bam	G1
SA906-A73056B-R40-C24.bam	G1
SA906-A73056B-R40-C25.bam	G1
SA906-A73056B-R40-C26.bam	G1
SA906-A73056B-R40-C27.bam	G1
SA906-A73056B-R40-C28.bam	G1
SA906-A73056B-R40-C29.bam	S
SA906-A73056B-R40-C31.bam	S
SA906-A73056B-R40-C32.bam	G1
SA906-A73056B-R40-C34.bam	G1
SA906-A73056B-R40-C35.bam	S
SA906-A73056B-R40-C36.bam	S
SA906-A73056B-R40-C37.bam	G1
SA906-A73056B-R40-C39.bam	G1
SA906-A73056B-R40-C40.bam	S
SA906-A73056B-R40-C41.bam	G1
SA906-A73056B-R40-C42.bam	G1
SA906-A73056B-R40-C43.bam	S
SA906-A73056B-R40-C44.bam	G1
SA906-A73056B-R40-C46.bam	S
SA906-A73056B-R40-C47.bam	G1
SA906-A73056B-R40-C49.bam	G1
SA906-A73056B-R40-C51.bam	S
SA906-A73056B-R40-C52.bam	G1
SA906-A73056B-R40-C54.bam	G1
SA906-A73056B-R40-C57.bam	S
SA906-A73056B-R40-C58.bam	G1
SA906-A73056B-R40-C60.bam	G1
SA906-A73056B-R40-C61.bam	S
SA906-A73056B-R40-C62.bam	G1
SA906-A73056B-R40-C63.bam	G1
SA906-A73056B-R40-C64.bam	S
SA906-A73056B-R40-C66.bam	S
SA906-A73056B-R40-C67.bam	G1
SA906-A73056B-R40-C69.bam	S
SA906-A73056B-R41-C07.bam	S
SA906-A73056B-R41-C08.bam	S
SA906-A73056B-R41-C09.bam	G1
SA906-A73056B-R41-C10.bam	G1
SA906-A73056B-R41-C11.bam	G1
SA906-A73056B-R41-C12.bam	S
SA906-A73056B-R41-C13.bam	S
SA906-A73056B-R41-C14.bam	S
SA906-A73056B-R41-C15.bam	S
SA906-A73056B-R41-C17.bam	S
SA906-A73056B-R41-C18.bam	G1
SA906-A73056B-R41-C19.bam	G1
SA906-A73056B-R41-C21.bam	G1
SA906-A73056B-R41-C23.bam	S
SA906-A73056B-R41-C24.bam	G1
SA906-A73056B-R41-C25.bam	S
SA906-A73056B-R41-C26.bam	G1
SA906-A73056B-R41-C27.bam	S
SA906-A73056B-R41-C28.bam	S
SA906-A73056B-R41-C29.bam	G1
SA906-A73056B-R41-C30.bam	S
SA906-A73056B-R41-C32.bam	G1
SA906-A73056B-R41-C34.bam	G1
SA906-A73056B-R41-C35.bam	G1
SA906-A73056B-R41-C36.bam	G1
SA906-A73056B-R41-C38.bam	G1
SA906-A73056B-R41-C40.bam	S
SA906-A73056B-R41-C41.bam	S
SA906-A73056B-R41-C43.bam	G1
SA906-A73056B-R41-C45.bam	G1
SA906-A73056B-R41-C46.bam	S
SA906-A73056B-R41-C47.bam	G1
SA906-A73056B-R41-C49.bam	S
SA906-A73056B-R41-C51.bam	G1
SA906-A73056B-R41-C53.bam	S
SA906-A73056B-R41-C54.bam	G1
SA906-A73056B-R41-C55.bam	S
SA906-A73056B-R41-C57.bam	G1
SA906-A73056B-R41-C58.bam	S
SA906-A73056B-R41-C59.bam	G1
SA906-A73056B-R41-C60.bam	S
SA906-A73056B-R41-C61.bam	G1
SA906-A73056B-R41-C62.bam	S
SA906-A73056B-R41-C63.bam	G1
SA906-A73056B-R41-C64.bam	G1
SA906-A73056B-R41-C66.bam	G1
SA906-A73056B-R41-C67.bam	G1
SA906-A73056B-R41-C68.bam	G1
SA906-A73056B-R41-C70.bam	S
SA906-A73056B-R42-C07.bam	G1
SA906-A73056B-R42-C08.bam	G1
SA906-A73056B-R42-C09.bam	S
SA906-A73056B-R42-C10.bam	S
SA906-A73056B-R42-C11.bam	G1
SA906-A73056B-R42-C12.bam	S
SA906-A73056B-R42-C13.bam	G1
SA906-A73056B-R42-C15.bam	G1
SA906-A73056B-R42-C16.bam	G1
SA906-A73056B-R42-C17.bam	G1
SA906-A73056B-R42-C19.bam	S
