Cell	Phase
SA928-A75616C-R16-C58.bam	G1
SA928-A75616C-R16-C59.bam	G1
SA928-A75616C-R16-C61.bam	G1
SA928-A75616C-R16-C62.bam	G1
SA928-A75616C-R16-C63.bam	G1
SA928-A75616C-R16-C64.bam	G1
SA928-A75616C-R16-C65.bam	G1
SA928-A75616C-R16-C66.bam	G1
SA928-A75616C-R16-C69.bam	S
SA928-A75616C-R16-C70.bam	G1
SA928-A75617A-R03-C04.bam	G1
SA928-A75617A-R03-C06.bam	G1
SA928-A75617A-R03-C07.bam	G1
SA928-A75617A-R03-C08.bam	G1
SA928-A75617A-R03-C09.bam	G1
SA928-A75617A-R03-C13.bam	G1
SA928-A75617A-R03-C14.bam	G1
SA928-A75617A-R03-C15.bam	S
SA928-A75617A-R03-C18.bam	G1
SA928-A75617A-R03-C19.bam	G1
SA928-A75617A-R04-C04.bam	G1
SA928-A75617A-R04-C06.bam	G1
SA928-A75617A-R04-C07.bam	G1
SA928-A75617A-R04-C08.bam	G1
SA928-A75617A-R04-C10.bam	S
SA928-A75617A-R04-C11.bam	S
SA928-A75617A-R04-C12.bam	G1
SA928-A75617A-R04-C13.bam	G1
SA928-A75617A-R04-C14.bam	G1
SA928-A75617A-R04-C15.bam	G1
SA928-A75617A-R04-C16.bam	G1
SA928-A75617A-R04-C17.bam	G1
SA928-A75617A-R04-C18.bam	G1
SA928-A75617A-R04-C19.bam	S
SA928-A75617A-R04-C20.bam	G1
SA928-A75617A-R05-C04.bam	G1
SA928-A75617A-R05-C05.bam	S
SA928-A75617A-R05-C06.bam	S
SA928-A75617A-R05-C07.bam	S
SA928-A75617A-R05-C08.bam	S
SA928-A75617A-R05-C09.bam	G1
SA928-A75617A-R05-C10.bam	G1
SA928-A75617A-R05-C11.bam	G1
SA928-A75617A-R05-C12.bam	S
SA928-A75617A-R05-C13.bam	G1
SA928-A75617A-R05-C14.bam	G1
SA928-A75617A-R05-C15.bam	G1
SA928-A75617A-R05-C16.bam	G1
SA928-A75617A-R05-C17.bam	G1
SA928-A75617A-R05-C18.bam	S
SA928-A75617A-R05-C19.bam	G1
SA928-A75617A-R05-C20.bam	G1
SA928-A75617A-R06-C04.bam	G1
SA928-A75617A-R06-C06.bam	G1
SA928-A75617A-R06-C07.bam	G1
SA928-A75617A-R06-C08.bam	G1
SA928-A75617A-R06-C10.bam	G1
SA928-A75617A-R06-C11.bam	G1
SA928-A75617A-R06-C12.bam	G1
SA928-A75617A-R06-C13.bam	G1
SA928-A75617A-R06-C14.bam	G1
SA928-A75617A-R06-C15.bam	G1
SA928-A75617A-R06-C16.bam	S
SA928-A75617A-R06-C17.bam	G1
SA928-A75617A-R06-C18.bam	G1
SA928-A75617A-R06-C19.bam	S
SA928-A75617A-R06-C20.bam	S
SA928-A75617A-R07-C04.bam	G1
SA928-A75617A-R07-C07.bam	G1
SA928-A75617A-R07-C08.bam	G1
SA928-A75617A-R07-C09.bam	G1
SA928-A75617A-R07-C11.bam	G1
SA928-A75617A-R07-C12.bam	G1
SA928-A75617A-R07-C13.bam	G1
SA928-A75617A-R07-C14.bam	S
SA928-A75617A-R07-C15.bam	G1
SA928-A75617A-R07-C16.bam	G1
SA928-A75617A-R07-C17.bam	G1
SA928-A75617A-R07-C18.bam	G1
SA928-A75617A-R07-C19.bam	G1
SA928-A75617A-R07-C20.bam	G1
SA928-A75617A-R08-C04.bam	G1
SA928-A75617A-R08-C06.bam	S
SA928-A75617A-R08-C07.bam	G1
SA928-A75617A-R08-C08.bam	G1
SA928-A75617A-R08-C09.bam	G1
SA928-A75617A-R08-C10.bam	S
SA928-A75617A-R08-C12.bam	G1
SA928-A75617A-R08-C14.bam	G1
SA928-A75617A-R08-C15.bam	G1
SA928-A75617A-R08-C16.bam	G1
SA928-A75617A-R08-C17.bam	G1
SA928-A75617A-R08-C18.bam	S
SA928-A75617A-R08-C19.bam	S
SA928-A75617A-R08-C20.bam	G1
SA928-A75617A-R09-C04.bam	G1
SA928-A75617A-R09-C06.bam	S
SA928-A75617A-R09-C07.bam	S
SA928-A75617A-R09-C08.bam	S
SA928-A75617A-R09-C09.bam	G1
SA928-A75617A-R09-C10.bam	G1
SA928-A75617A-R09-C11.bam	G1
SA928-A75617A-R09-C12.bam	G1
SA928-A75617A-R09-C13.bam	G1
SA928-A75617A-R09-C14.bam	G1
SA928-A75617A-R09-C15.bam	G1
SA928-A75617A-R09-C16.bam	G1
SA928-A75617A-R09-C17.bam	G1
SA928-A75617A-R09-C18.bam	G1
SA928-A75617A-R09-C19.bam	S
SA928-A75617A-R09-C20.bam	S
SA928-A75617A-R10-C04.bam	G1
SA928-A75617A-R10-C06.bam	S
SA928-A75617A-R10-C07.bam	S
SA928-A75617A-R10-C08.bam	G1
SA928-A75617A-R10-C09.bam	G1
SA928-A75617A-R10-C10.bam	G1
SA928-A75617A-R10-C11.bam	G1
SA928-A75617A-R10-C12.bam	G1
SA928-A75617A-R10-C13.bam	G1
SA928-A75617A-R10-C15.bam	G1
SA928-A75617A-R10-C16.bam	G1
SA928-A75617A-R10-C17.bam	S
SA928-A75617A-R10-C18.bam	S
SA928-A75617A-R10-C19.bam	G1
SA928-A75617A-R11-C04.bam	G1
SA928-A75617A-R11-C06.bam	G1
SA928-A75617A-R11-C07.bam	G1
SA928-A75617A-R11-C09.bam	G1
SA928-A75617A-R11-C10.bam	G1
SA928-A75617A-R11-C11.bam	G1
SA928-A75617A-R11-C13.bam	S
SA928-A75617A-R11-C14.bam	G1
SA928-A75617A-R11-C15.bam	G1
SA928-A75617A-R11-C16.bam	S
SA928-A75617A-R11-C17.bam	S
SA928-A75617A-R11-C18.bam	G1
SA928-A75617A-R11-C20.bam	G1
SA928-A75617A-R12-C04.bam	G1
SA928-A75617A-R12-C06.bam	G1
SA928-A75617A-R12-C07.bam	G1
SA928-A75617A-R12-C08.bam	G1
SA928-A75617A-R12-C09.bam	S
SA928-A75617A-R12-C10.bam	G1
SA928-A75617A-R12-C11.bam	G1
SA928-A75617A-R12-C12.bam	G1
SA928-A75617A-R12-C13.bam	G1
SA928-A75617A-R12-C14.bam	G1
SA928-A75617A-R12-C15.bam	G1
SA928-A75617A-R12-C16.bam	G1
SA928-A75617A-R12-C17.bam	G1
SA928-A75617A-R12-C18.bam	G1
SA928-A75617A-R12-C19.bam	G1
SA928-A75617A-R12-C20.bam	G1
SA928-A75617A-R13-C04.bam	G1
SA928-A75617A-R13-C06.bam	G1
SA928-A75617A-R13-C07.bam	G1
SA928-A75617A-R13-C08.bam	G1
SA928-A75617A-R13-C09.bam	S
SA928-A75617A-R13-C10.bam	G1
SA928-A75617A-R13-C11.bam	G1
SA928-A75617A-R13-C13.bam	G1
SA928-A75617A-R13-C14.bam	S
SA928-A75617A-R13-C15.bam	S
SA928-A75617A-R13-C16.bam	G1
SA928-A75617A-R13-C18.bam	G1
SA928-A75617A-R13-C19.bam	G1
SA928-A75617A-R13-C20.bam	S
SA928-A75617A-R14-C04.bam	G1
SA928-A75617A-R14-C06.bam	G1
SA928-A75617A-R14-C07.bam	G1
SA928-A75617A-R14-C08.bam	S
SA928-A75617A-R14-C09.bam	G1
SA928-A75617A-R14-C10.bam	G1
SA928-A75617A-R14-C11.bam	G1
SA928-A75617A-R14-C12.bam	G1
SA928-A75617A-R14-C13.bam	G1
SA928-A75617A-R14-C14.bam	G1
SA928-A75617A-R14-C15.bam	G1
SA928-A75617A-R14-C16.bam	G1
SA928-A75617A-R14-C17.bam	S
SA928-A75617A-R14-C18.bam	G1
SA928-A75617A-R14-C19.bam	G1
SA928-A75617A-R14-C20.bam	G1
SA928-A75617A-R15-C04.bam	G1
SA928-A75617A-R15-C06.bam	S
SA928-A75617A-R15-C07.bam	G1
SA928-A75617A-R15-C09.bam	G1
SA928-A75617A-R15-C10.bam	G1
SA928-A75617A-R15-C11.bam	G1
SA928-A75617A-R15-C12.bam	S
SA928-A75617A-R15-C13.bam	S
SA928-A75617A-R15-C14.bam	S
SA928-A75617A-R15-C15.bam	G1
SA928-A75617A-R15-C16.bam	G1
SA928-A75617A-R15-C17.bam	G1
SA928-A75617A-R15-C18.bam	G1
SA928-A75617A-R15-C19.bam	S
SA928-A75617A-R15-C20.bam	S
SA928-A75617A-R16-C04.bam	G1
SA928-A75617A-R16-C06.bam	S
SA928-A75617A-R16-C07.bam	S
SA928-A75617A-R16-C08.bam	G1
SA928-A75617A-R16-C09.bam	G1
SA928-A75617A-R16-C10.bam	S
SA928-A75617A-R16-C11.bam	G1
SA928-A75617A-R16-C12.bam	G1
SA928-A75617A-R16-C13.bam	G1
SA928-A75617A-R16-C14.bam	G1
SA928-A75617A-R16-C16.bam	G1
SA928-A75617A-R16-C17.bam	G1
SA928-A75617A-R16-C18.bam	G1
SA928-A75617A-R16-C19.bam	G1
SA928-A90553A-R03-C26.bam	S
SA928-A90553A-R03-C29.bam	G1
SA928-A90553A-R03-C30.bam	G1
SA928-A90553A-R03-C31.bam	S
SA928-A90553A-R03-C32.bam	G1
SA928-A90553A-R03-C35.bam	G1
SA928-A90553A-R03-C55.bam	G1
SA928-A90553A-R03-C56.bam	G1
SA928-A90553A-R03-C57.bam	S
SA928-A90553A-R03-C59.bam	G1
SA928-A90553A-R03-C60.bam	G1
SA928-A90553A-R03-C61.bam	G1
SA928-A90553A-R03-C62.bam	S
SA928-A90553A-R03-C63.bam	S
SA928-A90553A-R03-C65.bam	S
SA928-A90553A-R03-C66.bam	S
SA928-A90553A-R03-C67.bam	G1
SA928-A90553A-R04-C26.bam	G1
SA928-A90553A-R04-C28.bam	S
SA928-A90553A-R04-C29.bam	G1
SA928-A90553A-R04-C30.bam	G1
SA928-A90553A-R04-C31.bam	G1
SA928-A90553A-R04-C32.bam	G1
SA928-A90553A-R04-C35.bam	S
SA928-A90553A-R04-C42.bam	S
SA928-A90553A-R04-C59.bam	S
SA928-A90553A-R04-C60.bam	G1
SA928-A90553A-R04-C61.bam	G1
SA928-A90553A-R04-C62.bam	G1
SA928-A90553A-R04-C63.bam	G1
SA928-A90553A-R04-C64.bam	S
SA928-A90553A-R04-C65.bam	G1
SA928-A90553A-R04-C66.bam	G1
SA928-A90553A-R04-C70.bam	G1
SA928-A90553A-R05-C14.bam	G1
SA928-A90553A-R05-C24.bam	S
SA928-A90553A-R05-C25.bam	G1
SA928-A90553A-R05-C27.bam	S
SA928-A90553A-R05-C28.bam	G1
SA928-A90553A-R05-C30.bam	G1
SA928-A90553A-R05-C35.bam	G1
SA928-A90553A-R05-C42.bam	G1
SA928-A90553A-R05-C43.bam	G1
SA928-A90553A-R05-C46.bam	G1
SA928-A90553A-R05-C47.bam	G1
SA928-A90553A-R05-C48.bam	S
SA928-A90553A-R05-C51.bam	G1
SA928-A90553A-R05-C54.bam	G1
SA928-A90553A-R05-C55.bam	S
SA928-A90553A-R05-C56.bam	G1
SA928-A90553A-R05-C57.bam	S
SA928-A90553A-R05-C58.bam	G1
SA928-A90553A-R05-C59.bam	G1
SA928-A90553A-R05-C60.bam	G1
SA928-A90553A-R05-C61.bam	G1
SA928-A90553A-R05-C62.bam	G1
SA928-A90553A-R05-C63.bam	G1
SA928-A90553A-R05-C64.bam	G1
SA928-A90553A-R05-C65.bam	G1
SA928-A90553A-R05-C66.bam	G1
SA928-A90553A-R05-C69.bam	G1
SA928-A90553A-R06-C14.bam	G1
SA928-A90553A-R06-C25.bam	S
SA928-A90553A-R06-C26.bam	G1
SA928-A90553A-R06-C30.bam	S
SA928-A90553A-R06-C31.bam	S
SA928-A90553A-R06-C32.bam	S
SA928-A90553A-R06-C48.bam	G1
SA928-A90553A-R06-C50.bam	G1
SA928-A90553A-R06-C54.bam	G1
SA928-A90553A-R06-C59.bam	G1
SA928-A90553A-R06-C60.bam	G1
SA928-A90553A-R06-C61.bam	G1
SA928-A90553A-R06-C62.bam	S
SA928-A90553A-R07-C26.bam	S
SA928-A90553A-R07-C56.bam	G1
SA928-A90553A-R07-C57.bam	S
SA928-A90553A-R07-C59.bam	S
SA928-A90553A-R07-C60.bam	S
SA928-A90553A-R07-C61.bam	G1
SA928-A90553A-R07-C64.bam	G1
SA928-A90553A-R07-C65.bam	G1
SA928-A90553A-R07-C68.bam	S
SA928-A90553A-R07-C69.bam	G1
SA928-A90553A-R07-C70.bam	G1
SA928-A90553A-R08-C04.bam	G1
SA928-A90553A-R08-C06.bam	S
SA928-A90553A-R08-C07.bam	G1
SA928-A90553A-R08-C13.bam	G1
SA928-A90553A-R08-C15.bam	S
SA928-A90553A-R08-C17.bam	G1
SA928-A90553A-R08-C20.bam	S
SA928-A90553A-R08-C24.bam	G1
SA928-A90553A-R08-C26.bam	S
SA928-A90553A-R08-C27.bam	G1
SA928-A90553A-R08-C28.bam	S
SA928-A90553A-R08-C29.bam	G1
SA928-A90553A-R08-C30.bam	G1
SA928-A90553A-R08-C31.bam	S
SA928-A90553A-R08-C44.bam	S
SA928-A90553A-R08-C47.bam	G1
SA928-A90553A-R08-C48.bam	S
SA928-A90553A-R08-C49.bam	S
SA928-A90553A-R08-C52.bam	S
SA928-A90553A-R08-C54.bam	S
SA928-A90553A-R08-C55.bam	G1
SA928-A90553A-R08-C57.bam	S
SA928-A90553A-R08-C58.bam	G1
SA928-A90553A-R08-C59.bam	G1
SA928-A90553A-R08-C60.bam	S
SA928-A90553A-R08-C62.bam	G1
SA928-A90553A-R08-C63.bam	G1
SA928-A90553A-R08-C64.bam	G1
SA928-A90553A-R08-C65.bam	G1
SA928-A90553A-R08-C69.bam	G1
SA928-A90553A-R08-C70.bam	G1
SA928-A90553A-R09-C26.bam	G1
SA928-A90553A-R09-C28.bam	G1
SA928-A90553A-R09-C30.bam	S
SA928-A90553A-R09-C31.bam	G1
SA928-A90553A-R09-C32.bam	G1
SA928-A90553A-R09-C33.bam	G1
SA928-A90553A-R09-C35.bam	G1
SA928-A90553A-R09-C60.bam	G1
SA928-A90553A-R09-C62.bam	S
SA928-A90553A-R09-C63.bam	S
SA928-A90553A-R09-C64.bam	G1
SA928-A90553A-R10-C04.bam	G1
SA928-A90553A-R10-C08.bam	G1
SA928-A90553A-R10-C09.bam	S
SA928-A90553A-R10-C11.bam	G1
SA928-A90553A-R10-C13.bam	G1
SA928-A90553A-R10-C14.bam	G1
SA928-A90553A-R10-C15.bam	G1
SA928-A90553A-R10-C17.bam	G1
SA928-A90553A-R10-C24.bam	S
SA928-A90553A-R10-C25.bam	S
SA928-A90553A-R10-C26.bam	S
SA928-A90553A-R10-C28.bam	G1
SA928-A90553A-R10-C29.bam	G1
SA928-A90553A-R10-C30.bam	S
SA928-A90553A-R10-C31.bam	G1
SA928-A90553A-R10-C32.bam	G1
SA928-A90553A-R10-C33.bam	S
SA928-A90553A-R10-C35.bam	S
SA928-A90553A-R10-C42.bam	S
SA928-A90553A-R10-C46.bam	S
SA928-A90553A-R10-C48.bam	G1
SA928-A90553A-R10-C54.bam	S
SA928-A90553A-R10-C55.bam	S
SA928-A90553A-R10-C56.bam	G1
SA928-A90553A-R10-C57.bam	G1
SA928-A90553A-R10-C58.bam	S
SA928-A90553A-R10-C59.bam	G1
SA928-A90553A-R10-C60.bam	G1
SA928-A90553A-R10-C61.bam	G1
SA928-A90553A-R10-C62.bam	G1
SA928-A90553A-R10-C63.bam	G1
SA928-A90553A-R11-C04.bam	G1
SA928-A90553A-R11-C38.bam	G1
SA928-A90553A-R11-C58.bam	S
SA928-A90553A-R11-C59.bam	G1
SA928-A90553A-R11-C60.bam	G1
SA928-A90553A-R11-C61.bam	S
SA928-A90553A-R11-C63.bam	G1
SA928-A90553A-R11-C64.bam	G1
SA928-A90553A-R11-C65.bam	G1
SA928-A90553C-R43-C03.bam	G1
SA928-A90553C-R43-C05.bam	G1
SA928-A90553C-R43-C06.bam	G1
SA928-A90553C-R43-C07.bam	G1
SA928-A90553C-R43-C08.bam	S
SA928-A90553C-R43-C09.bam	G1
SA928-A90553C-R43-C10.bam	G1
SA928-A90553C-R43-C11.bam	S
SA928-A90553C-R43-C12.bam	G1
SA928-A90553C-R43-C13.bam	G1
SA928-A90553C-R43-C14.bam	G1
SA928-A90553C-R43-C15.bam	G1
SA928-A90553C-R43-C16.bam	G1
SA928-A90553C-R43-C17.bam	G1
SA928-A90553C-R43-C18.bam	G1
SA928-A90553C-R43-C19.bam	G1
SA928-A90553C-R43-C21.bam	G1
SA928-A90553C-R43-C22.bam	G1
SA928-A90553C-R43-C23.bam	G1
SA928-A90553C-R43-C24.bam	G1
SA928-A90553C-R43-C25.bam	S
SA928-A90553C-R43-C26.bam	S
SA928-A90553C-R43-C27.bam	G1
SA928-A90553C-R43-C28.bam	S
SA928-A90553C-R43-C29.bam	G1
SA928-A90553C-R43-C30.bam	S
SA928-A90553C-R43-C31.bam	G1
SA928-A90553C-R43-C32.bam	G1
SA928-A90553C-R43-C33.bam	G1
SA928-A90553C-R43-C34.bam	S
SA928-A90553C-R43-C35.bam	G1
SA928-A90553C-R43-C37.bam	G1
SA928-A90553C-R43-C39.bam	S
SA928-A90553C-R43-C40.bam	S
SA928-A90553C-R43-C41.bam	S
SA928-A90553C-R43-C42.bam	S
SA928-A90553C-R43-C43.bam	S
SA928-A90553C-R43-C44.bam	S
SA928-A90553C-R43-C45.bam	S
SA928-A90553C-R43-C46.bam	S
SA928-A90553C-R43-C47.bam	S
SA928-A90553C-R43-C48.bam	S
SA928-A90553C-R43-C49.bam	S
SA928-A90553C-R43-C50.bam	S
SA928-A90553C-R43-C54.bam	S
SA928-A90553C-R43-C56.bam	S
SA928-A90553C-R43-C57.bam	G1
SA928-A90553C-R43-C58.bam	G1
SA928-A90553C-R43-C59.bam	S
SA928-A90553C-R43-C60.bam	G1
SA928-A90553C-R43-C63.bam	G1
SA928-A90553C-R43-C64.bam	G1
SA928-A90553C-R43-C65.bam	S
SA928-A90553C-R43-C66.bam	G1
SA928-A90553C-R43-C67.bam	S
SA928-A90553C-R44-C03.bam	G1
SA928-A90553C-R44-C05.bam	G1
SA928-A90553C-R44-C06.bam	G1
SA928-A90553C-R44-C07.bam	G1
SA928-A90553C-R44-C08.bam	G1
SA928-A90553C-R44-C09.bam	G1
SA928-A90553C-R44-C10.bam	G1
SA928-A90553C-R44-C11.bam	G1
SA928-A90553C-R44-C12.bam	G1
SA928-A90553C-R44-C13.bam	G1
SA928-A90553C-R44-C14.bam	G1
SA928-A90553C-R44-C15.bam	G1
SA928-A90553C-R44-C16.bam	G1
SA928-A90553C-R44-C17.bam	G1
SA928-A90553C-R44-C18.bam	G1
SA928-A90553C-R44-C19.bam	G1
SA928-A90553C-R44-C21.bam	G1
SA928-A90553C-R44-C22.bam	G1
SA928-A90553C-R44-C23.bam	G1
SA928-A90553C-R44-C24.bam	G1
SA928-A90553C-R44-C25.bam	G1
SA928-A90553C-R44-C26.bam	G1
SA928-A90553C-R44-C27.bam	G1
SA928-A90553C-R44-C28.bam	G1
SA928-A90553C-R44-C29.bam	S
SA928-A90553C-R44-C31.bam	G1
SA928-A90553C-R44-C32.bam	S
SA928-A90553C-R44-C33.bam	G1
SA928-A90553C-R44-C35.bam	S
SA928-A90553C-R44-C37.bam	G1
SA928-A90553C-R44-C39.bam	S
SA928-A90553C-R44-C40.bam	S
SA928-A90553C-R44-C41.bam	S
SA928-A90553C-R44-C42.bam	S
SA928-A90553C-R44-C43.bam	S
SA928-A90553C-R44-C44.bam	S
SA928-A90553C-R44-C46.bam	S
SA928-A90553C-R44-C47.bam	S
SA928-A90553C-R44-C48.bam	S
SA928-A90553C-R44-C49.bam	G1
SA928-A90553C-R44-C50.bam	S
SA928-A90553C-R44-C51.bam	S
SA928-A90553C-R44-C52.bam	S
SA928-A90553C-R44-C54.bam	S
SA928-A90553C-R44-C58.bam	G1
SA928-A90553C-R44-C59.bam	G1
SA928-A90553C-R44-C61.bam	S
SA928-A90553C-R44-C64.bam	S
SA928-A90553C-R44-C65.bam	G1
SA928-A90553C-R44-C67.bam	S
SA928-A90553C-R44-C69.bam	S
SA928-A90553C-R45-C03.bam	G1
SA928-A90553C-R45-C05.bam	G1
SA928-A90553C-R45-C06.bam	G1
SA928-A90553C-R45-C08.bam	G1
SA928-A90553C-R45-C09.bam	G1
SA928-A90553C-R45-C10.bam	G1
SA928-A90553C-R45-C11.bam	G1
SA928-A90553C-R45-C12.bam	G1
SA928-A90553C-R45-C13.bam	G1
SA928-A90553C-R45-C14.bam	G1
SA928-A90553C-R45-C15.bam	G1
SA928-A90553C-R45-C16.bam	G1
SA928-A90553C-R45-C18.bam	G1
SA928-A90553C-R45-C19.bam	G1
SA928-A90553C-R45-C22.bam	G1
SA928-A90553C-R45-C23.bam	G1
SA928-A90553C-R45-C24.bam	G1
SA928-A90553C-R45-C25.bam	G1
SA928-A90553C-R45-C26.bam	G1
SA928-A90553C-R45-C27.bam	G1
SA928-A90553C-R45-C28.bam	S
SA928-A90553C-R45-C29.bam	G1
SA928-A90553C-R45-C30.bam	G1
SA928-A90553C-R45-C31.bam	G1
SA928-A90553C-R45-C32.bam	G1
SA928-A90553C-R45-C33.bam	G1
SA928-A90553C-R45-C35.bam	G1
SA928-A90553C-R45-C37.bam	G1
SA928-A90553C-R45-C39.bam	S
SA928-A90553C-R45-C40.bam	S
SA928-A90553C-R45-C41.bam	S
SA928-A90553C-R45-C42.bam	S
SA928-A90553C-R45-C43.bam	S
SA928-A90553C-R45-C44.bam	G1
SA928-A90553C-R45-C46.bam	S
SA928-A90553C-R45-C47.bam	S
SA928-A90553C-R45-C48.bam	S
SA928-A90553C-R45-C49.bam	S
SA928-A90553C-R45-C50.bam	S
SA928-A90553C-R45-C51.bam	S
SA928-A90553C-R45-C52.bam	S
SA928-A90553C-R45-C54.bam	S
SA928-A90553C-R45-C56.bam	S
SA928-A90553C-R45-C57.bam	G1
SA928-A90553C-R45-C58.bam	G1
SA928-A90553C-R45-C59.bam	S
SA928-A90553C-R45-C61.bam	S
SA928-A90553C-R45-C67.bam	S
SA928-A90553C-R46-C03.bam	G1
SA928-A90553C-R46-C05.bam	G1
SA928-A90553C-R46-C06.bam	G1
SA928-A90553C-R46-C07.bam	G1
SA928-A90553C-R46-C08.bam	G1
SA928-A90553C-R46-C09.bam	G1
SA928-A90553C-R46-C10.bam	G1
SA928-A90553C-R46-C11.bam	G1
SA928-A90553C-R46-C12.bam	G1
SA928-A90553C-R46-C13.bam	G1
SA928-A90553C-R46-C14.bam	G1
SA928-A90553C-R46-C15.bam	G1
SA928-A90553C-R46-C16.bam	G1
SA928-A90553C-R46-C17.bam	G1
SA928-A90553C-R46-C18.bam	G1
SA928-A90553C-R46-C19.bam	G1
SA928-A90553C-R46-C21.bam	G1
SA928-A90553C-R46-C22.bam	G1
SA928-A90553C-R46-C23.bam	G1
SA928-A90553C-R46-C24.bam	G1
SA928-A90553C-R46-C25.bam	S
SA928-A90553C-R46-C26.bam	G1
SA928-A90553C-R46-C27.bam	G1
SA928-A90553C-R46-C28.bam	G1
SA928-A90553C-R46-C29.bam	G1
SA928-A90553C-R46-C30.bam	G1
SA928-A90553C-R46-C31.bam	S
SA928-A90553C-R46-C32.bam	S
SA928-A90553C-R46-C33.bam	G1
SA928-A90553C-R46-C34.bam	G1
SA928-A90553C-R46-C35.bam	G1
SA928-A90553C-R46-C37.bam	G1
SA928-A90553C-R46-C39.bam	S
SA928-A90553C-R46-C40.bam	S
SA928-A90553C-R46-C41.bam	S
SA928-A90553C-R46-C42.bam	S
SA928-A90553C-R46-C43.bam	S
SA928-A90553C-R46-C44.bam	S
SA928-A90553C-R46-C45.bam	S
SA928-A90553C-R46-C46.bam	S
SA928-A90553C-R46-C47.bam	S
SA928-A90553C-R46-C48.bam	S
SA928-A90553C-R46-C49.bam	S
SA928-A90553C-R46-C50.bam	S
SA928-A90553C-R46-C51.bam	S
SA928-A90553C-R46-C52.bam	S
SA928-A90553C-R46-C54.bam	S
SA928-A90553C-R46-C56.bam	G1
SA928-A90553C-R46-C58.bam	S
SA928-A90553C-R46-C59.bam	G1
SA928-A90553C-R46-C61.bam	G1
SA928-A90553C-R46-C63.bam	G1
SA928-A90553C-R46-C64.bam	G1
SA928-A90553C-R46-C66.bam	G1
SA928-A90553C-R46-C68.bam	S
SA928-A90553C-R46-C69.bam	S
SA928-A90553C-R47-C03.bam	G1
SA928-A90553C-R47-C05.bam	G1
SA928-A90553C-R47-C06.bam	G1
SA928-A90553C-R47-C07.bam	S
SA928-A90553C-R47-C08.bam	G1
SA928-A90553C-R47-C09.bam	G1
SA928-A90553C-R47-C10.bam	G1
SA928-A90553C-R47-C11.bam	G1
SA928-A90553C-R47-C12.bam	G1
SA928-A90553C-R47-C13.bam	G1
SA928-A90553C-R47-C14.bam	G1
SA928-A90553C-R47-C15.bam	G1
SA928-A90553C-R47-C16.bam	G1
SA928-A90553C-R47-C17.bam	G1
SA928-A90553C-R47-C18.bam	S
SA928-A90553C-R47-C19.bam	G1
SA928-A90553C-R47-C21.bam	G1
SA928-A90553C-R47-C22.bam	G1
SA928-A90553C-R47-C23.bam	G1
SA928-A90553C-R47-C24.bam	G1
SA928-A90553C-R47-C26.bam	G1
SA928-A90553C-R47-C27.bam	S
SA928-A90553C-R47-C28.bam	G1
SA928-A90553C-R47-C29.bam	G1
SA928-A90553C-R47-C30.bam	G1
SA928-A90553C-R47-C31.bam	G1
SA928-A90553C-R47-C32.bam	S
SA928-A90553C-R47-C33.bam	G1
SA928-A90553C-R47-C35.bam	G1
SA928-A90553C-R47-C37.bam	G1
SA928-A90553C-R47-C39.bam	S
SA928-A90553C-R47-C40.bam	S
SA928-A90553C-R47-C41.bam	S
SA928-A90553C-R47-C42.bam	S
SA928-A90553C-R47-C43.bam	S
SA928-A90553C-R47-C44.bam	S
SA928-A90553C-R47-C45.bam	S
SA928-A90553C-R47-C46.bam	S
SA928-A90553C-R47-C48.bam	S
SA928-A90553C-R47-C49.bam	S
SA928-A90553C-R47-C50.bam	S
SA928-A90553C-R47-C51.bam	S
SA928-A90553C-R47-C52.bam	S
SA928-A90553C-R47-C54.bam	S
SA928-A90553C-R47-C56.bam	S
SA928-A90553C-R47-C58.bam	G1
SA928-A90553C-R47-C60.bam	G1
SA928-A90553C-R47-C61.bam	G1
SA928-A90553C-R47-C62.bam	G1
SA928-A90553C-R47-C63.bam	S
SA928-A90553C-R47-C67.bam	G1
SA928-A90553C-R48-C03.bam	G1
SA928-A90553C-R48-C05.bam	G1
SA928-A90553C-R48-C06.bam	G1
SA928-A90553C-R48-C07.bam	G1
SA928-A90553C-R48-C08.bam	G1
SA928-A90553C-R48-C09.bam	S
SA928-A90553C-R48-C10.bam	G1
SA928-A90553C-R48-C11.bam	G1
SA928-A90553C-R48-C12.bam	G1
SA928-A90553C-R48-C13.bam	G1
SA928-A90553C-R48-C14.bam	G1
SA928-A90553C-R48-C15.bam	S
SA928-A90553C-R48-C16.bam	G1
SA928-A90553C-R48-C17.bam	G1
SA928-A90553C-R48-C18.bam	G1
SA928-A90553C-R48-C19.bam	G1
SA928-A90553C-R48-C21.bam	G1
SA928-A90553C-R48-C22.bam	G1
SA928-A90553C-R48-C23.bam	G1
SA928-A90553C-R48-C24.bam	G1
SA928-A90553C-R48-C25.bam	G1
SA928-A90553C-R48-C26.bam	G1
SA928-A90553C-R48-C27.bam	G1
SA928-A90553C-R48-C28.bam	G1
SA928-A90553C-R48-C29.bam	G1
SA928-A90553C-R48-C30.bam	G1
SA928-A90553C-R48-C31.bam	G1
SA928-A90553C-R48-C32.bam	G1
SA928-A90553C-R48-C33.bam	G1
SA928-A90553C-R48-C35.bam	G1
SA928-A90553C-R48-C37.bam	G1
SA928-A90553C-R48-C39.bam	S
SA928-A90553C-R48-C40.bam	S
SA928-A90553C-R48-C41.bam	S
SA928-A90553C-R48-C42.bam	S
