Cell	Phase	Subpopulation
SA1101-A96225C-R57-C28.bam	G1	1
SA1101-A96225C-R57-C29.bam	G1	1
SA1101-A96225C-R57-C31.bam	S	1
SA1101-A96225C-R57-C32.bam	G1	1
SA1101-A96225C-R57-C33.bam	G1	1
SA1101-A96225C-R57-C37.bam	G1	1
SA1101-A96225C-R57-C39.bam	G1	1
SA1101-A96225C-R57-C42.bam	S	1
SA1101-A96225C-R57-C43.bam	G1	1
SA1101-A96225C-R57-C44.bam	S	1
SA1101-A96225C-R57-C47.bam	G1	1
SA1101-A96225C-R57-C48.bam	G1	1
SA1101-A96225C-R57-C49.bam	G1	1
SA1101-A96225C-R57-C50.bam	G1	1
SA1101-A96225C-R57-C51.bam	S	1
SA1101-A96225C-R57-C52.bam	G1	1
SA1101-A96225C-R57-C57.bam	G1	1
SA1101-A96225C-R57-C58.bam	G1	2
SA1101-A96225C-R57-C59.bam	G1	1
SA1101-A96225C-R57-C60.bam	S	1
SA1101-A96225C-R57-C61.bam	G1	1
SA1101-A96225C-R57-C64.bam	S	1
SA1101-A96225C-R57-C65.bam	S	1
SA1101-A96225C-R57-C66.bam	G1	1
SA1101-A96225C-R57-C67.bam	G1	1
SA1101-A96225C-R57-C68.bam	S	1
SA1101-A96225C-R57-C70.bam	S	1
SA1101-A96225C-R58-C08.bam	G1	1
SA1101-A96225C-R58-C09.bam	S	1
SA1101-A96225C-R58-C13.bam	S	1
SA1101-A96225C-R58-C14.bam	G1	1
SA1101-A96225C-R58-C17.bam	G1	1
SA1101-A96225C-R58-C24.bam	S	1
SA1101-A96225C-R58-C35.bam	S	1
SA1101-A96225C-R58-C41.bam	S	1
SA1101-A96225C-R58-C43.bam	G1	1
SA1101-A96225C-R58-C44.bam	S	1
SA1101-A96225C-R58-C46.bam	S	1
SA1101-A96225C-R58-C49.bam	G1	1
SA1101-A96225C-R58-C54.bam	G1	1
SA1101-A96225C-R58-C57.bam	S	1
SA1101-A96225C-R58-C60.bam	G1	2
SA1101-A96225C-R58-C64.bam	G1	1
SA1101-A96225C-R58-C66.bam	G1	1
SA1101-A96225C-R59-C07.bam	S	1
SA1101-A96225C-R59-C08.bam	S	1
SA1101-A96225C-R59-C13.bam	G1	1
SA1101-A96225C-R59-C14.bam	S	1
SA1101-A96225C-R59-C16.bam	G1	1
SA1101-A96225C-R59-C17.bam	G1	1
SA1101-A96225C-R59-C22.bam	S	1
SA1101-A96225C-R59-C23.bam	S	1
SA1101-A96225C-R59-C24.bam	G1	1
SA1101-A96225C-R59-C25.bam	S	1
SA1101-A96225C-R59-C26.bam	G1	1
SA1101-A96225C-R59-C28.bam	G1	1
SA1101-A96225C-R59-C29.bam	G1	2
SA1101-A96225C-R59-C32.bam	S	1
SA1101-A96225C-R59-C39.bam	G1	1
SA1101-A96225C-R59-C40.bam	S	1
SA1101-A96225C-R59-C41.bam	G1	1
SA1101-A96225C-R59-C42.bam	G1	1
SA1101-A96225C-R59-C43.bam	G1	1
SA1101-A96225C-R59-C46.bam	G1	1
SA1101-A96225C-R59-C48.bam	G1	1
SA1101-A96225C-R59-C49.bam	G1	1
SA1101-A96225C-R59-C54.bam	S	1
SA1101-A96225C-R59-C55.bam	G1	1
SA1101-A96225C-R59-C57.bam	S	1
SA1101-A96225C-R59-C60.bam	S	1
SA1101-A96225C-R59-C61.bam	G1	1
SA1101-A96225C-R59-C63.bam	G1	1
SA1101-A96225C-R59-C64.bam	G1	2
SA1101-A96225C-R59-C66.bam	G1	1
SA1101-A96225C-R59-C67.bam	S	1
SA1101-A96225C-R59-C68.bam	G1	1
SA1101-A96225C-R60-C09.bam	S	1
SA1101-A96225C-R60-C13.bam	G1	2
SA1101-A96225C-R60-C16.bam	S	1
SA1101-A96225C-R60-C17.bam	S	1
SA1101-A96225C-R60-C20.bam	G1	1
SA1101-A96225C-R60-C21.bam	S	1
SA1101-A96225C-R60-C24.bam	S	1
SA1101-A96225C-R60-C28.bam	G1	1
SA1101-A96225C-R60-C31.bam	S	1
SA1101-A96225C-R60-C41.bam	G1	1
SA1101-A96225C-R60-C42.bam	S	1
SA1101-A96225C-R60-C43.bam	G1	1
SA1101-A96225C-R60-C44.bam	G1	1
SA1101-A96225C-R60-C57.bam	S	1
SA1101-A96225C-R60-C60.bam	G1	1
SA1101-A96225C-R60-C61.bam	G1	1
SA1101-A96225C-R61-C07.bam	G1	1
SA1101-A96225C-R61-C08.bam	S	1
SA1101-A96225C-R61-C09.bam	G1	1
SA1101-A96225C-R61-C10.bam	S	1
SA1101-A96225C-R61-C11.bam	G1	1
SA1101-A96225C-R61-C12.bam	G1	1
SA1101-A96225C-R61-C13.bam	S	1
SA1101-A96225C-R61-C14.bam	G1	1
SA1101-A96225C-R61-C15.bam	S	1
SA1101-A96225C-R61-C16.bam	G1	2
SA1101-A96225C-R61-C17.bam	G1	1
SA1101-A96225C-R61-C19.bam	G1	1
SA1101-A96225C-R61-C20.bam	S	1
SA1101-A96225C-R61-C21.bam	G1	1
SA1101-A96225C-R61-C22.bam	S	1
SA1101-A96225C-R61-C23.bam	G1	1
SA1101-A96225C-R61-C24.bam	G1	2
SA1101-A96225C-R61-C25.bam	S	1
SA1101-A96225C-R61-C26.bam	S	1
SA1101-A96225C-R61-C28.bam	G1	1
SA1101-A96225C-R61-C29.bam	S	1
SA1101-A96225C-R61-C31.bam	S	1
SA1101-A96225C-R61-C32.bam	S	2
SA1101-A96225C-R61-C35.bam	S	1
SA1101-A96225C-R61-C37.bam	S	1
SA1101-A96225C-R61-C38.bam	G1	1
SA1101-A96225C-R61-C39.bam	G1	1
SA1101-A96225C-R61-C41.bam	G1	1
SA1101-A96225C-R61-C42.bam	S	1
SA1101-A96225C-R61-C43.bam	S	1
SA1101-A96225C-R61-C46.bam	S	1
SA1101-A96225C-R61-C47.bam	G1	1
SA1101-A96225C-R61-C48.bam	S	1
SA1101-A96225C-R61-C49.bam	G1	1
SA1101-A96225C-R61-C51.bam	G1	1
SA1101-A96225C-R61-C54.bam	G1	2
SA1101-A96225C-R61-C55.bam	G1	2
SA1101-A96225C-R61-C56.bam	G1	1
SA1101-A96225C-R61-C57.bam	S	1
SA1101-A96225C-R61-C59.bam	S	1
SA1101-A96225C-R61-C60.bam	G1	1
SA1101-A96225C-R61-C61.bam	G1	1
SA1101-A96225C-R61-C63.bam	S	1
SA1101-A96225C-R61-C64.bam	G1	1
SA1101-A96225C-R61-C66.bam	S	1
SA1101-A96225C-R61-C67.bam	G1	1
SA1101-A96225C-R61-C69.bam	S	1
SA1101-A96225C-R61-C70.bam	S	1
SA1101-A96225C-R62-C07.bam	G1	1
SA1101-A96225C-R62-C08.bam	G1	1
SA1101-A96225C-R62-C09.bam	G1	1
SA1101-A96225C-R62-C12.bam	S	1
SA1101-A96225C-R62-C15.bam	S	1
SA1101-A96225C-R62-C16.bam	G1	1
SA1101-A96225C-R62-C17.bam	G1	1
SA1101-A96225C-R62-C20.bam	G1	2
SA1101-A96225C-R62-C21.bam	G1	1
SA1101-A96225C-R62-C22.bam	S	1
SA1101-A96225C-R62-C24.bam	G1	1
SA1101-A96225C-R62-C28.bam	S	1
SA1101-A96225C-R62-C31.bam	G1	1
SA1101-A96225C-R62-C35.bam	G1	1
SA1101-A96225C-R62-C39.bam	G1	1
SA1101-A96225C-R62-C43.bam	G1	1
SA1101-A96225C-R62-C44.bam	G1	1
SA1101-A96225C-R62-C46.bam	G1	1
SA1101-A96225C-R62-C49.bam	G1	1
SA1101-A96225C-R62-C56.bam	S	1
SA1101-A96225C-R62-C57.bam	G1	1
SA1101-A96225C-R62-C60.bam	G1	1
SA1101-A96225C-R62-C61.bam	G1	1
SA1101-A96225C-R62-C63.bam	G1	1
SA1101-A96225C-R62-C66.bam	S	1
